_id,name,description,images[0],images[1],images[2],images[3],images[4],images[5],brand,price,oldPrice,catName,catId,subCatId,subCat,subCatName,category,countInStock,rating,isFeatured,discount,dateCreated,__v,nutrition
6740834485350f5e8246f48d,Viên uống Bổ sung Kẽm DHC Zinc,"DHC Zinc là viên uống chứa các thành phần từ thiên nhiên vô cùng lành tính giúp bổ sung lượng kẽm cần thiết cho cơ thể. Sản phẩm có thiết kế túi khóa zip bảo quản tiện lợi, kết cấu dạng viên nhộng nhỏ, dễ dàng sử dụng.",https://res.cloudinary.com/dk0hrho2u/image/upload/v1732281147/1732281144222_821d63406b55fd053d670b8b94a8f42d.jpg.webp,https://res.cloudinary.com/dk0hrho2u/image/upload/v1732281154/1732281151974_3a13e1b76e238d330b39995a44dfacc9.jpg.webp,https://res.cloudinary.com/dk0hrho2u/image/upload/v1732281156/1732281151974_b8e71c7f5e1ff3ffa2709b392277b27e.jpg.webp,,,,DHC,169000,240000,Vitamin và khoáng chất,673680ac9a93123a7a3668ec,,,,673680ac9a93123a7a3668ec,100,0,true,42,2024-11-22T13:12:36.614Z,0,Zinc
674087dfc6b1ae741da90e4a,"Men vi sinh Bifina Nhật Bản- Loại R 60 gói - Hỗ trợ thải độc đại tràng, không dùng cà phê","Thải độc ruột là làm sạch hệ thống đường ruột bao gồm ruột non và ruột già (đại tràng). Tuy nhiên, thải độc ruột chủ yếu là ở phần đại tràng, vì các chất độc hàng ngày đưa vào cơ thể: từ thức ăn, hóa chất trong nguồn nước uống, dư lượng thuốc trừ sâu và phân bón từ rau củ quả, mỹ phẩm chứa hóa chất, thuốc kháng sinh hay thực phẩm chứa chất bảo quản,… đều dồn xuống đại tràng.\n\nNhưng lượng lợi khuẩn ở đại tràng ko đủ sẽ ko dọn dẹp kịp. Các chất độc này có cơ hội ngấm ngược vào máu, làm cho gan và thận xử lý 1 lần nữa, dẫn đến cơ thể bị nhiễm độc toàn bộ và gây mệt mỏi, lờ đờ, uể oải dễ bị ốm, dễ bị virut - vi khuẩn tấn công, dễ mắc các bệnh truyền nhiễm.\n\nVì vậy, có 1 hệ lợi khuẩn khỏe mạnh giúp đào thải và phân hủy các độc tố ở đại tràng là vô cùng quan trọng. Do đó thải độc ruột quan trọng nhất là phần thải độc đại tràng, nếu đại tràng không được dọn dẹp sạch sẽ thường xuyên sẽ làm cơ thể yếu dần, hệ miễn dịch suy giảm, gan thận yếu dần, biểu hiện là người lờ đờ, mệt mỏi, da xanh nhợt, không có sức bền, tập thể dục hoặc lao động nhanh mệt.\n\nViệc thải độc đại tràng từ lâu đã được đông y biết đến, những phương pháp cổ truyền đã được áp dụng như rửa sạch hết chất thải ở đại tràng, thải độc bằng các phương pháp vật lý thông thường như: cà phê, nước muối đã được sử dụng lâu năm... \n\nƯu điểm của những phương pháp này là dễ rửa trôi các chất cặn bã, độc hại tích tụ lâu ngày ở đại tràng, nhưng đồng thời cũng có nhiều rủi ro. Vì khi súc rửa sẽ làm trôi luôn lợi khuẩn nên làm mất cân bằng hệ vi sinh vật đường ruột, rất dễ bị rối loạn tiêu hóa và cần thời gian để bù đắp lợi khuẩn cho đường ruột. Đặc biệt, còn dẫn đến nhiều rủi ro như mất nước, mất cân bằng chất điện giải, ảnh hưởng đến khả năng đi vệ sinh, thụt rửa nhiều làm viêm bỏng thành niêm mạc bên trong ruột, có thể dẫn đến hoại tử ruột.",https://res.cloudinary.com/dk0hrho2u/image/upload/v1732282318/1732282315015_9c3ea369594d2601cfbde5c904600300.jpg_1.webp,https://res.cloudinary.com/dk0hrho2u/image/upload/v1732282333/1732282330721_6e9dbada5487931f4364ac66ae4c7ecb.jpg.webp,https://res.cloudinary.com/dk0hrho2u/image/upload/v1732282334/1732282330721_c3bb141b0b5f1c126c06972137514beb.jpg.webp,https://res.cloudinary.com/dk0hrho2u/image/upload/v1732282335/1732282330722_0e6225f263ee6acf368fa820c3a7d448.jpg.webp,,,Bifina ,996000,1195000,Hỗ trợ tiêu hóa,673681b99a93123a7a36691f,,,,673681b99a93123a7a36691f,100,0,true,20,2024-11-22T13:32:15.913Z,0,"Lactobacilus, Bifidobacterium"
6740887dc6b1ae741da90e80,"Gói uống OSA-GASTRO giải quyết viêm loét dạ dày, tá tràng toàn diện - 1 Hộp 20 gói x 15ml","OSA GASTRO là một sản phẩm thiên nhiên được phát triển để hỗ trợ chữa trị viêm loét dạ dày và tá tràng ở người lớn. Với thành phần tự nhiên đa dạng, OSA GASTRO cung cấp một phương pháp ganzyme toàn diện, hoạt động trên 6 cơ chế khác nhau để giúp làm lành và bảo vệ niêm mạc dạ dày và tá tràng.",https://res.cloudinary.com/dk0hrho2u/image/upload/v1732282459/1732282456550_b71f88d3e15f41518520dd0617cba263.jpg.webp,,,,,,NUTRAMED,220000,290000,Hỗ trợ tiêu hóa,673681b99a93123a7a36691f,,,,673681b99a93123a7a36691f,100,0,true,32,2024-11-22T13:34:53.848Z,0,
674088f1c6b1ae741da90e95,"Men Tiêu Hoá Dạng Viên BIODILIS  Vinaphar - Hộp 100 viên- Bổ sung lợi khuẩn , hỗ trợ tiêu chảy, táo bón, tăng cường hệ tiêu hóa","Biobidilis, giúp cân bằng hệ vi sinh đường ruột, tăng khả năng tiêu thụ và hấp thụ dinh dưỡng, nâng cao sức khỏe, hệ miễn dịch, hỗ trợ  các bệnh lý do rối loạn đường tiêu hóa nên đây chính là biện pháp không thể nào thiếu được dành cho mọi người. Bổ sung lợi khuẩn, tăng cường tiêu hoá",https://res.cloudinary.com/dk0hrho2u/image/upload/v1732282548/1732282545603_c9b4f5dc19eea4d1862ae944ce2b49a7.jpeg.webp,https://res.cloudinary.com/dk0hrho2u/image/upload/v1732282552/1732282550413_7f033c13e1f9c9271d96fa73c38dccb3.jpeg.webp,,,,,Vinaphar,50000,65000,Hỗ trợ tiêu hóa,673681b99a93123a7a36691f,,,,673681b99a93123a7a36691f,100,0,true,30,2024-11-22T13:36:49.457Z,0,"Lactobacillus acidophilus 104-108 CFU/g, Bacillus subtilis 104-108 CFU/g, Zinc (Zn) 3 mg, Excipients (Lactose, Glucose)"
6740896ec6b1ae741da90ea8,Viên Uống Rau Củ DHC Perfect Vegetable Premium,"Viên uống rau củ DHC Perfect Vegetable Premium Nhật Bản bổ sung 32 loại rau xanh, củ quả cung cấp nhiều dưỡng chất cơ bản cần thiết cho cơ thể, dành cho những bạn bận rộn không có thời gian ăn uống đủ chất, hay những bạn ghét và lười ăn rau, tránh được nhiều căn bệnh như nóng người, nổi mụn, táo bón… Thành phần viên uống dhc rau củ Nhật Bản gồm Cellulose, glycerin axit béo và este, silicon Cà rốt, cà chua, bí ngô, bắp, khoai lang, bắp cải, măng tây; lá củ cải, củ sen và lúa mạch, cải xoăn, hành tây, bí ngô, ngô ngọt, khoai lang tím; tía tô đỏ, rau bina, lá củ cải, hoa sen gốc; Nozawana, bok-choy, cải bắp Trung Quốc; bột rau, hành lá, tỏi, gừng, rau mùi tây, cây ngưu bàng, bông cải xanh; cần tây, lá, mướp đắng, ngải cứu, cỏ linh lăng, đậu xanh, măng tây, tía tô…",https://res.cloudinary.com/dk0hrho2u/image/upload/v1732282733/1732282730430_91820495482399a03381b9e5c223b03f.png.webp,,,,,,DHC,130000,156000,Hỗ trợ tiêu hóa,673681b99a93123a7a36691f,,,,673681b99a93123a7a36691f,100,0,true,20,2024-11-22T13:38:54.558Z,0,"Fruit, Cellulose, glycerin fatty acids and esters, silicon, Carrot, Tomato, Pumpkin, Corn, Sweet Potato, Cabbage, Asparagus, Radish leaves, Lotus root, Barley, Kale, Onion, Squash, Sweet Corn, Purple Sweet Potato, Red Perilla, Spinach, Radish leaves, Lotus flower root, Nozawana, Bok-choy, Chinese cabbage, Vegetable powder, Spring onion, Garlic, Ginger, Parsley, Burdock, Broccoli, Celery, Leaves, Bitter melon, Mugwort, Alfalfa, Green beans, Asparagus, Red Perilla..."
674089edc6b1ae741da90ebc,Kẹo chống đầy hơi Kirkland Signature Ultra Strength Antacid Calcium 1000mg 265 viên,"Kirkland Antacid có tên đầy đủ là Kirkland Signature Ultra Strength Antacid Calcium Carbonate 1000mg. Đây là sản phẩm của Kirkland – một thương hiệu chuyên nghiên cứu và phát triển các thực phẩm chức năng của tập đoàn Costco Wholesale, Mỹ.\n\nKirkland Ultra Strength Antacid có chức năng hỗ trợ dạ dày, giảm lượng axit, giảm ợ chua, ợ nóng, khó tiêu. Sản phẩm được sản xuất dưới dạng viên nén, hương vị trái cây. Hiện tại, sản phẩm được đóng gói theo dạng chai, mỗi chai chứa 265 viên.",https://res.cloudinary.com/dk0hrho2u/image/upload/v1732282859/1732282856723_45d43aa13a99b99bdee5b3d65ffcd988.jpg.webp,https://res.cloudinary.com/dk0hrho2u/image/upload/v1732282860/1732282856724_ea96c31d5544a7d683afb53ed9b95781.jpeg.webp,,,,,Kirkland ,260000,260000,Hỗ trợ tiêu hóa,673681b99a93123a7a36691f,,,,673681b99a93123a7a36691f,100,0,true,13,2024-11-22T13:41:01.017Z,0,Canxi
67408a74c6b1ae741da90ece,Men tiêu hóa Lactobacillus Mediphar Hộp 30 gói x 3g - Hỗ trợ làm giảm rối loạn tiêu hóa do loạn khuẩn đường ruột,Tác dụng của nhóm lợi khuẩn Lactobacillus đối với cơ thể\nLactobacillus acidophilus và Lactobacillus rhamnosus là vi khuẩn có lợi cho đường tiêu hóa nhờ cơ chế cạnh tranh với các vi khuẩn gây bệnh. Chúng sẽ góp phần vào việc cản trở các tác nhân gây bệnh bám vào thành ruột từ đó trung hòa các độc tố vi khuẩn và làm giảm các nguy cơ mắc một số bệnh tiêu hóa như tiêu chảy và táo bón.,https://res.cloudinary.com/dk0hrho2u/image/upload/v1732282996/1732282993828_2c9f80deb85f4006488747c2e9146b55.jpg.webp,,,,,,mediphar,95000,105000,Hỗ trợ tiêu hóa,673681b99a93123a7a36691f,,,,673681b99a93123a7a36691f,100,0,true,10,2024-11-22T13:43:16.943Z,0,"Lactobacillus acidophilus 6-10^8 CFU, Lactobacillus 10^6-10^8 CFU, Bifidobacterium longum 10^6-10^8 CFU, Vitamin B1, Vitamin B2, Vitamin C, Vitamin PP, Excipients: Lactose, Manitol, Milk flavor"
67408bc8c6b1ae741da90ee0,Hồng Sâm Lát Tẩm Mật Ong 200g Deadong,"Hồng sâm tẩm mật ong hộp 200g (thái lát) của Daedong được thiết kế ấn tượng – tinh tế. Với hương vị thanh tao hòa quyện giữa hồng sâm và mật ong, sản phẩm có lượng dưỡng chất dồi dào, mang đến nhiều công dụng trong hỗ trợ – bảo vệ sức khỏe.",https://res.cloudinary.com/dk0hrho2u/image/upload/v1732283335/1732283332623_9108f3719c9908914c96938906eee42b.png.webp,,,,,,Deadong,810000,900000,Thảo mộc & Thảo dược,673681789a93123a7a366915,,,,673681789a93123a7a366915,100,0,true,10,2024-11-22T13:48:56.066Z,0,"Red Ginseng 50%, Refined Sugar, Liquid Fructose, Liquid Honey 5%"
67408c9dc6b1ae741da90f10,"Tinh bột nghệ nguyên chất Beemo - Đắp mặt, hỗ trợ điều trị dạ dày đau bao tử, làm viên tinh nghệ mật ong","Tinh bột nghệ đỏ là thành phẩm từ củ nghệ tươi, sau khi trải qua quá trình tách lọc, loại bỏ tạp chất, thì đem xay nhuyễn thành bột. Sau đó nghệ được lắng đọng, chưng cất và tách tinh dầu nhiều lần thì sẽ thu được tinh bột nghệ nguyên chất, đảm bảo có chứa hàm lượng curcumin cao. Sau khi đem sấy khô, tinh bột nghệ đỏ sẽ có dạng cục, tiếp đến là nghiền mịn chúng nhiều lần để thu được tinh bột nghệ thật mịn và nhuyễn.",https://res.cloudinary.com/dk0hrho2u/image/upload/v1732283538/1732283535620_07a049f603b1a1722bb2f5315f7676ca.jpg.webp,,,,,,Beemo,139000,210000,Thực phẩm từ thiên nhiên,673681789a93123a7a366915,,,,673681789a93123a7a366915,100,0,true,34,2024-11-22T13:52:29.308Z,0,Turmeric starch
674090d1185c4aa0ce6ae84b,Mật Ong Hoa Xuyến Chi Honeyland 500Gr,"Giới Thiệu\nMật Ong Hoa HoneyLand là thương hiệu mật ong cao cấp được thu hoạch từ vùng núi rừng Tây Bắc, có mùi thơm dịu nhẹ đặc trưng và hàm lượng dinh dưỡng cao hơn so với bất kỳ sản phẩm nào khác. Mật ong có nhiều công dụng tốt cho sức khỏe, là sản phẩm mà bất kỳ gia đình nào cũng nên có 1 chai để sử dụng\nHoa Xuyến Chi là 1 loại thảo dược chữa được nhiều bệnh có tên khoa học là Bidens Pliosa, thường mọc tự nhiên và nở rộ vào tháng 6 đến tháng 8 ở vùng núi Tây Bắc thuộc tỉnh Hà Giang. Mật ong hoa Xuyến Chi tốt nhất chỉ lấy mật từ những chú ong Ruồi ngoài tự nhiên nên có màu hổ phách cùng hương thơm nhè nhẹ tinh khiết",https://res.cloudinary.com/dk0hrho2u/image/upload/v1732903484/1732903481607_e140825c4cb322b01a8f9ecad77a7746137032c7bc96d717603247c0b8ecb220.jpg,,,,,,Honeyland ,160000,250000,Thực phẩm từ thiên nhiên,673681789a93123a7a366915,,,,673681789a93123a7a366915,100,0,true,,2024-11-22T14:10:25.782Z,0,Honey
